tier,testbed,arm,solver,order,kappa,h,nfe,err_l2,diverged,seed
2,mog8,C,dpm3,3,nan,4.791346669694551,6,4.595974127380318,0,0
2,mog8,C,dpm1,1,nan,3.194231113129701,3,0.8018685287636717,0,0
2,mog8,C,dpm3,3,nan,3.194231113129701,9,0.7770568327785939,0,0
2,mog8,C,dpm1,1,nan,2.3956733348472756,4,0.9199802757250997,0,0
2,mog8,C,dpm3,3,nan,2.3956733348472756,12,0.048909299229033976,0,0
2,mog8,C,dpm1,1,nan,1.9165386678778207,5,0.7014043280516478,0,0
2,mog8,C,dpm3,3,nan,1.9165386678778207,15,0.08753609615684448,0,0
2,mog8,C,dpm1,1,nan,1.5971155565648507,6,0.6376754014835632,0,0
2,mog8,C,dpm3,3,nan,1.5971155565648507,18,0.021939530683545292,0,0
2,mog8,C,dpm1,1,nan,1.1978366674236378,8,0.6333410676717613,0,0
2,mog8,C,dpm3,3,nan,1.1978366674236378,24,0.007815977747725512,0,0
2,mog8,C,dpm1,1,nan,0.9582693339389099,10,0.6391420997615509,0,0
2,mog8,C,dpm3,3,nan,0.9582693339389099,30,0.005747019030468261,0,0
2,mog8,C,dpm1,1,nan,0.7985577782824249,12,0.624338521718866,0,0
2,mog8,C,dpm3,3,nan,0.7985577782824249,36,0.002042255742072423,0,0
2,mog8,C,dpm1,1,nan,0.5989183337118194,16,0.03539169335377837,0,0
2,mog8,C,dpm3,3,nan,0.5989183337118194,48,0.00018302433777098572,0,0
2,mog8,C,dpm1,1,nan,0.47913466696945495,20,0.02194029922152941,0,0
2,mog8,C,dpm3,3,nan,0.47913466696945495,60,0.0003912516000219823,0,0
2,mog8,C,dpm1,1,nan,0.3992788891412129,24,0.01597490181929244,0,0
2,mog8,C,dpm3,3,nan,0.3992788891412129,72,0.00023682396156825578,0,0
2,mog8,C,dpm1,1,nan,0.29945916685590923,32,0.010768127460186362,0,0
2,mog8,C,dpm3,3,nan,0.29945916685590923,96,2.3544399861238057e-05,0,0
2,mog8,C,dpm1,1,nan,0.19963944457060645,48,0.006516925040001144,0,0
2,mog8,C,dpm3,3,nan,0.19963944457060645,144,1.2248806579121036e-05,0,0
2,mog8,C,dpm1,1,nan,0.14972958342795462,64,0.004674340284391106,0,0
2,mog8,C,dpm3,3,nan,0.14972958342795462,192,4.61295717582736e-06,0,0
2,mog8,C,dpm1,1,nan,0.09981972228530278,96,0.0029870630574120984,0,0
2,mog8,C,dpm3,3,nan,0.09981972228530278,288,1.3597950760440802e-06,0,0
2,mog8,C,dpm1,1,nan,0.07486479171397775,128,0.0021950798095648014,0,0
2,mog8,C,dpm3,3,nan,0.07486479171397775,384,5.67011574519152e-07,0,0
